word,reading,meaning,example,type,category_id
恋は盲目,こいはもうもく,恋をすると正常な判断ができなくなる。,恋は盲目で彼の欠点が見えない。,慣用句,9
熱を上げる,ねつをあげる,夢中になる、熱中する。,彼はあの女性に熱を上げている。,慣用句,9
目がない,めがない,非常に好む、弱い。,彼は美人に目がない。,慣用句,9
心を寄せる,こころをよせる,好意を抱く。,彼女に心を寄せている。,慣用句,9
胸が高鳴る,むねがたかなる,興奮や期待で心臓が早く打つ。,好きな人に会えると胸が高鳴る。,慣用句,9
心が通う,こころがかよう,お互いの気持ちが理解し合える。,二人は心が通う関係だ。,慣用句,9
愛の巣,あいのす,恋人同士が共に過ごす場所。,二人の愛の巣で幸せに暮らしている。,慣用句,9
恋に落ちる,こいにおちる,恋愛感情を抱く。,一目見て彼女に恋に落ちた。,慣用句,9
心を込める,こころをこめる,真心を込めて行う。,心を込めてプレゼントを作った。,慣用句,9
愛想を尽かす,あいそをつかす,愛情がなくなる、見限る。,ついに彼に愛想を尽かした。,慣用句,9
胸がときめく,むねがときめく,恋愛感情で心が躍る。,初恋の人を見ると胸がときめく。,慣用句,9
身も心も,みもこころも,体も精神も全て。,身も心も彼に捧げている。,慣用句,9
思いを寄せる,おもいをよせる,恋愛感情を抱く。,昔から彼女に思いを寄せていた。,慣用句,9
正直者が馬鹿を見る,しょうじきものがばかをみる,正直な人が損をすることがある。,正直者が馬鹿を見る世の中だが信念を曲げない。,慣用句,10
嘘つきは泥棒の始まり,うそつきはどろぼうのはじまり,小さな嘘から大きな悪事に発展する。,嘘つきは泥棒の始まりだから気をつけなさい。,慣用句,10
人のふり見て我がふり直せ,ひとのふりみてわがふりなおせ,他人を見て自分を反省せよ。,人のふり見て我がふり直せで気をつけよう。,慣用句,10
郷に入っては郷に従え,ごうにいってはごうにしたがえ,その土地の習慣に従うべき。,郷に入っては郷に従えで現地の慣習を尊重した。,慣用句,10
情けは人のためならず,なさけはひとのためならず,人への親切は巡り巡って自分のためになる。,情けは人のためならずで親切にしよう。,慣用句,10
実るほど頭を垂れる稲穂かな,みのるほどあたまをたれるいなほかな,人格者ほど謙虚である。,実るほど頭を垂れる稲穂かなで謙虚でいよう。,慣用句,10
能ある鷹は爪を隠す,のうあるたかはつめをかくす,本当に優秀な人は実力をひけらかさない。,能ある鷹は爪を隠すで彼は謙虚だ。,慣用句,10
類は友を呼ぶ,るいはともをよぶ,似た者同士は自然と集まる。,類は友を呼ぶで同じ趣味の人が集まった。,慣用句,10
親の心子知らず,おやのこころこしらず,親の愛情を子は理解しない。,親の心子知らずで反抗ばかりしていた。,慣用句,10
知らぬが仏,しらぬがほとけ,知らないでいる方が幸せなこともある。,真実を知らない彼は知らぬが仏だ。,慣用句,10
転んでもただでは起きない,ころんでもただではおきない,失敗を活かして利益を得る。,転んでもただでは起きない彼の商魂は見事だ。,慣用句,10
善は急げ,ぜんはいそげ,良いことはすぐに実行せよ。,善は急げで今すぐ始めよう。,慣用句,10
罪を憎んで人を憎まず,つみをにくんでひとをにくまず,悪い行いは憎むが人は憎まない。,罪を憎んで人を憎まずの心で接した。,慣用句,10
過ちて改めざる是を過ちという,あやまちてあらためざるこれをあやまちという,間違いを直さないことが本当の過ち。,過ちて改めざる是を過ちというから素直に謝ろう。,慣用句,10
己の欲せざる所人に施すなかれ,おのれのほっせざるところひとにほどこすなかれ,自分が嫌なことは他人にしてはいけない。,己の欲せざる所人に施すなかれの精神で行動しよう。,慣用句,10
身を正す,みをただす,行いを正しくする。,反省して身を正した。,慣用句,10
徳は孤ならず必ず隣あり,とくはこならずかならずとなりあり,徳のある人には必ず協力者が現れる。,徳は孤ならず必ず隣ありで支援者が集まった。,慣用句,10
義を見てせざるは勇なきなり,ぎをみてせざるはゆうなきなり,正しいことを実行しないのは勇気がない証拠。,義を見てせざるは勇なきなりで立ち上がった。,慣用句,10
初心忘るべからず,しょしんわするべからず,最初の気持ちを忘れてはいけない。,初心忘るべからずで謙虚にいよう。,慣用句,10
人事を尽くして天命を待つ,じんじをつくしててんめいをまつ,最善を尽くして結果は天に任せる。,人事を尽くして天命を待つ気持ちで臨んだ。,慣用句,10
袖すり合うも他生の縁,そですりあうもたしょうのえん,どんな小さな出会いも運命的なもの。,袖すり合うも他生の縁というから大切にしよう。,慣用句,10
至誠天に通ず,しせいてんにつうず,真心は必ず相手に伝わる。,至誠天に通ずで誠実に対応しよう。,慣用句,10
継続は力なり,けいぞくはちからなり,続けることに大きな力がある。,継続は力なりで毎日練習している。,慣用句,10
頭に血がのぼる,あたまにちがのぼる,興奮して冷静さを失う。,彼は批判されて頭に血がのぼり言い過ぎてしまった。,慣用句,12
顔に出る,かおにでる,感情が表情に表れる。,驚きが顔に出てしまい嘘がつけなかった。,慣用句,2
顔を合わせる,かおをあわせる,実際に会う。,明日の会議で初めて取引先と顔を合わせる。,慣用句,2
顔を曇らせる,かおをくもらせる,心配や不安で表情が暗くなる。,結果を聞いて彼は顔を曇らせた。,慣用句,4
顔をしかめる,かおをしかめる,不快そうな表情をする。,無責任な発言に皆が顔をしかめた。,慣用句,2
目からうろこが落ちる,めからうろこがおちる,分からなかったことが急に理解できる。,説明を聞いて目からうろこが落ちた。,慣用句,3
目をつぶる,めをつぶる,欠点を見逃す。,新人の失敗には目をつぶろう。,慣用句,2
目を疑う,めをうたがう,信じられないと思う。,売上が三倍になっていて目を疑った。,慣用句,4
目を盗む,めをぬすむ,人に気づかれないように行う。,上司の目を盗んでスマホを見た。,慣用句,10
目を配る,めをくばる,周囲に注意を行き届かせる。,会場全体に目を配って安全に気を配った。,慣用句,13
目を通す,めをとおす,ざっと見る。,資料に目を通しておいてください。,慣用句,3
目を引く,めをひく,人目をひきつける。,鮮やかな装飾が来場者の目を引いた。,慣用句,11
目が離せない,めがはなせない,注意して見続ける必要がある。,子どもからは目が離せない。,慣用句,8
目に余る,めにあまる,度が過ぎて見過ごせない。,目に余る行為には注意が必要だ。,慣用句,10
耳を塞ぐ,みみをふさぐ,聞きたくないので聞かないようにする。,都合の悪い事実に耳を塞いではいけない。,慣用句,10
鼻で笑う,はなでわらう,ばかにして笑う。,努力を鼻で笑う態度はよくない。,慣用句,10
鼻にかける,はなにかける,自慢する。,少し成功しただけで鼻にかけるのは早い。,慣用句,10
口が堅い,くちがかたい,秘密を守る。,彼は口が堅いので安心して相談できる。,慣用句,2
口が軽い,くちがかるい,秘密をすぐ漏らす。,口が軽いと信用を失う。,慣用句,2
口をつぐむ,くちをつぐむ,黙る。,不利になると彼は口をつぐんだ。,慣用句,2
口を滑らす,くちをすべらす,言ってはいけないことをうっかり言う。,つい口を滑らせて驚かせてしまった。,慣用句,2
口火を切る,くちびをきる,最初に行動を起こす。,誰も動かないので私が口火を切った。,慣用句,12
肩の力を抜く,かたのちからをぬく,緊張を解いてリラックスする。,本番前に深呼吸して肩の力を抜こう。,慣用句,8
肩が軽くなる,かたがかるくなる,負担が減って気が楽になる。,タスクを分担して肩が軽くなった。,慣用句,13
背中を押す,せなかをおす,決断を促す。,友人の言葉が背中を押してくれた。,慣用句,12
背筋が伸びる,せすじがのびる,緊張して姿勢を正す。,師の前では自然と背筋が伸びる。,慣用句,10
胸を張る,むねをはる,自信を持つ。,努力して得た結果だから胸を張れる。,慣用句,1
胸をなでおろす,むねをなでおろす,心配がなくなり安心する。,無事の知らせに胸をなでおろした。,慣用句,8
腹をくくる,はらをくくる,覚悟を決める。,最後の試験に向けて腹をくくった。,慣用句,12
腹の探り合い,はらのさぐりあい,相手の腹をうかがう駆け引き。,交渉は腹の探り合いになった。,慣用句,2
腰を上げる,こしをあげる,行動を始める。,苦情が増えてようやく行政が腰を上げた。,慣用句,12
足を運ぶ,あしをはこぶ,わざわざ出向く。,現場の声を聞きに足を運んだ。,慣用句,1
足並みをそろえる,あしなみをそろえる,行動や方針を一致させる。,部署間で足並みをそろえて対応した。,慣用句,13
手が回らない,てがまわらない,仕事が多すぎて処理しきれない。,繁忙期は手が回らないことが多い。,慣用句,5
手が離せない,てがはなせない,今していることから離れられない。,今は料理中で手が離せない。,慣用句,8
手が込む,てがこむ,工夫が細かく行き届いている。,手が込んだ装飾に驚かされた。,慣用句,11
手に汗を握る,てにあせをにぎる,緊張して見守る。,逆転の瞬間に手に汗を握った。,慣用句,12
手に余る,てにあまる,自分の力では扱いきれない。,この案件は新人には手に余る。,慣用句,15
手につかない,てにつかない,落ち着かず仕事に集中できない。,面接前で何も手につかない。,慣用句,8
手に取るように分かる,てにとるようにわかる,とてもはっきり理解できる。,説明が具体的で手に取るように分かった。,慣用句,3
手を広げる,てをひろげる,活動の範囲を広くする。,海外にも事業の手を広げる計画だ。,慣用句,15
手を結ぶ,てをむすぶ,協力する・仲直りする。,競合同士が手を結び市場を広げた。,慣用句,13
手を煩わせる,てをわずらわせる,相手に面倒をかける。,お手数をおかけして手を煩わせました。,慣用句,10
手を染める,てをそめる,物事に関わり始める・悪事に関与する。,軽い気持ちで悪事に手を染めてしまった。,慣用句,10
手を尽くす,てをつくす,可能な限りの手段を取る。,医師たちは手を尽くして救命に当たった。,慣用句,8
手を携える,てをたずさえる,互いに協力する。,地域と企業が手を携えて課題に挑む。,慣用句,13
手をひねる,てをひねる,簡単に打ち負かす。,新人相手なら彼は手をひねってしまうだろう。,慣用句,4
指をくわえる,ゆびをくわえる,うらやましく見ているだけで何もしない。,売り切れを指をくわえて見送った。,慣用句,7
指折り数える,ゆびおりかぞえる,楽しみに日を数える。,発売日を指折り数えて待っている。,慣用句,5
爪を隠す,つめをかくす,実力を表に出さない。,彼は本番まで爪を隠していた。,慣用句,4
火に油を注ぐ,ひにあぶらをそそぐ,事態をさらに悪化させる。,挑発的な発言は火に油を注ぐだけだ。,慣用句,10
火がつく,ひがつく,物事が勢いづく・やる気が出る。,仲間の成功に刺激されて火がついた。,慣用句,12
水を差す,みずをさす,進行中の雰囲気を壊す。,余計な一言が議論に水を差した。,慣用句,2
水を得た魚,みずをえたさかな,得意な環境で力を発揮する。,彼は現場に出ると水を得た魚のようだ。,慣用句,15
泥をかぶる,どろをかぶる,責任を一身に引き受ける。,リーダーが失敗の責任を泥をかぶった。,慣用句,10
汗をかく,あせをかく,努力して働く。,現場で汗をかいて信用を得る。,慣用句,1
気がかり,きがかり,心配で落ち着かない。,実家の様子が気がかりだ。,慣用句,8
気が早い,きがはやい,先走って行動する。,まだ決まっていないのに気が早い。,慣用句,5
気が重い,きがおもい,気分が晴れない・気乗りしない。,苦手な相手との会食は気が重い。,慣用句,8
気が散る,きがちる,集中できなくなる。,通知が多すぎて気が散る。,慣用句,8
気が小さい,きがちいさい,臆病で引っ込み思案だ。,彼は気が小さいが根は優しい。,慣用句,12
気が長い,きがながい,気長で辛抱強い。,研究には気が長い姿勢が必要だ。,慣用句,14
気が抜ける,きがぬける,緊張が解ける・張り合いがなくなる。,合格を知って気が抜けた。,慣用句,8
気が向く,きがむく,その気になる。,気が向いたら手伝ってほしい。,慣用句,8
気が回る,きがまわる,先回りして配慮できる。,彼は細部まで気が回る。,慣用句,2
気が晴れる,きがはれる,憂さが晴れてすっきりする。,散歩すると気が晴れる。,慣用句,8
気に障る,きにさわる,不快に感じる。,冗談でも人の気に障ることは言わない。,慣用句,10
気に入る,きにいる,好みに合う・気に入る。,新しい椅子が気に入った。,慣用句,11
気に留める,きにとめる,覚えていて配慮する。,小さなサインを気に留めておく。,慣用句,10
気に病む,きにやむ,心配して思い悩む。,失敗を気に病む必要はない。,慣用句,14
気のせい,きのせい,実際とは違ってそう思えること。,気のせいか部屋が寒い。,慣用句,6
気の毒,きのどく,かわいそうに思う。,忙しいのに頼んで気の毒だ。,慣用句,10
気を使う,きをつかう,相手に配慮する。,余計な気を使わせたら申し訳ない。,慣用句,2
気を落とす,きをおとす,がっかりする。,結果が出ずに気を落とした。,慣用句,4
気を配る,きをくばる,注意を行き届かせる。,安全面にも気を配って運営する。,慣用句,13
気を引く,きをひく,関心を集める。,新機能で若者の気を引く。,慣用句,11
気を取り直す,きをとりなおす,落ち込んだ気持ちを切り替える。,一晩寝て気を取り直した。,慣用句,14
心が折れる,こころがおれる,気力がなくなる。,度重なる失敗に心が折れた。,慣用句,14
心がける,こころがける,いつも注意して行う。,早寝早起きを心がける。,慣用句,8
心に響く,こころにひびく,深く感動する。,演奏が心に響いた。,慣用句,11
心にもない,こころにもない,本心ではない。,心にもないお世辞は言わない。,慣用句,10
心を入れ替える,こころをいれかえる,態度を改める。,不祥事を機に心を入れ替えた。,慣用句,10
心を砕く,こころをくだく,相手のために細やかに配慮する。,選手の育成に心を砕いた。,慣用句,13
心を配る,こころをくばる,気を配る。,来客に心を配るのは基本だ。,慣用句,13
心を許す,こころをゆるす,警戒せず親しく接する。,長い付き合いでようやく心を許した。,慣用句,2
心を鬼にする,こころをおににする,相手のために厳しい態度を取る。,子の自立のため心を鬼にして突き放した。,慣用句,10
胸のつかえが下りる,むねのつかえがおりる,不安が解消される。,説明を受けて胸のつかえが下りた。,慣用句,8
骨が折れる,ほねがおれる,非常に手間がかかる。,引っ越しの準備は骨が折れる。,慣用句,1
骨をうずめる,ほねをうずめる,一生を捧げる覚悟で勤める。,この町に骨をうずめる覚悟だ。,慣用句,12
血が通う,ちがかよう,思いやりがあるさま。,血が通う行政を目指す。,慣用句,10
腹の虫がおさまらない,はらのむしがおさまらない,怒りが静まらない。,無礼な態度に腹の虫がおさまらない。,慣用句,10
涙をのむ,なみだをのむ,悔しい思いをこらえる。,一次選考で涙をのむ結果となった。,慣用句,4
涙を流す,なみだをながす,感動や悲しみで泣く。,勇気ある行動に涙を流した。,慣用句,11
涙ぐむ,なみだぐむ,感動して目に涙が浮かぶ。,寄せ書きを見て思わず涙ぐんだ。,慣用句,11
身が入る,みがはいる,熱心に取り組む。,資格勉強に身が入る。,慣用句,1
身にしみる,みにしみる,実感として強く感じる。,寒さが身にしみる夜だ。,慣用句,6
身につく,みにつく,習得して自分のものになる。,毎日の練習で技術が身についた。,慣用句,1
身を引く,みをひく,一歩退いて譲る。,後進に道を譲って身を引いた。,慣用句,15
身を粉にする,みをこにする,全力で働く。,家族のために身を粉にして働いた。,慣用句,1
身の丈に合う,みのたけにあう,分相応である。,身の丈に合う計画に見直す。,慣用句,7
身の回りを整える,みのまわりをととのえる,生活環境を整える。,新生活に向けて身の回りを整えた。,慣用句,8
身に覚えがない,みにおぼえがない,心当たりがない。,請求に身に覚えがない。,慣用句,7
身動きが取れない,みうごきがとれない,自由に動けない。,渋滞で身動きが取れない。,慣用句,6
身をもって知る,みをもってしる,経験から深く理解する。,現場での失敗で身をもって知った。,慣用句,3
身を固める,みをかためる,結婚して家庭を持つ。,三十を前に身を固めた。,慣用句,9
身がすくむ,みがすくむ,恐怖で体がこわばる。,崖の上で身がすくんだ。,慣用句,12
骨の髄まで,ほねのずいまで,徹底的に・心の底から。,地元を骨の髄まで愛している。,慣用句,9
心の琴線に触れる,こころのきんせんにふれる,深く感動させる。,静かな演奏が心の琴線に触れた。,慣用句,11
首をかしげる,くびをかしげる,疑わしそうにする。,突然の中止発表に首をかしげた。,慣用句,4
首を長くして待つ,くびをながくしてまつ,今か今かと楽しみに待つ。,新作の到着を首を長くして待つ。,慣用句,5
首を切る,くびをきる,解雇する。,不祥事で首を切らざるを得なかった。,慣用句,7
度肝を抜く,どぎもをぬく,非常に驚かせる。,大胆な演出で観客の度肝を抜いた。,慣用句,11
肝が据わる,きもがすわる,度胸がある。,危機の中でも肝が据わっている。,慣用句,12
気を飲まれる,きをのまれる,迫力に圧倒される。,会場の熱気に気を飲まれた。,慣用句,12
息が切れる,いきがきれる,呼吸が苦しくなる・息切れする。,全力疾走で息が切れた。,慣用句,8
息を潜める,いきをひそめる,気配を消してじっとする。,子どもたちは息を潜めてサプライズを待った。,慣用句,12
息を合わせる,いきをあわせる,呼吸や動きをそろえる。,演奏者同士が息を合わせた。,慣用句,13
骨のある,ほねのある,気骨がある・芯が強い。,骨のある新人が入ってきた。,慣用句,12
足が早い,あしがはやい,痛みやすい・売れ行きが早い。,生ものは足が早いから早く食べよう。,慣用句,8
足が棒になる,あしがぼうになる,非常に疲れるまで歩く。,展示会で足が棒になるまで歩いた。,慣用句,8
足がすくむ,あしがすくむ,恐怖で動けなくなる。,高所で足がすくんだ。,慣用句,12
足下を見る,あしもとをみる,弱みにつけ込む。,相場の混乱で足下を見られやすい。,慣用句,7
頭打ちになる,あたまうちになる,伸びが止まる。,需要が頭打ちになった。,慣用句,7
骨がある,ほねがある,中身や根性がある。,骨がある企画だと感じた。,慣用句,11
腹に据えかねる,はらにすえかねる,怒りや不満を抑えきれない。,侮辱的な発言は腹に据えかねる。,慣用句,10
腹の底から,はらのそこから,心の底から。,腹の底から笑った。,慣用句,11
肝に銘じる,きもにめいじる,深く心に刻み忘れないようにする。,安全第一を肝に銘じる。,慣用句,10
骨まで愛する,ほねまであいする,深く愛する。,家族を骨まで愛している。,慣用句,9
胸に手を当てる,むねにてをあてる,自分を省みる。,胸に手を当てて考えてみよう。,慣用句,10
胸を焦がす,むねをこがす,強く恋い慕う。,遠距離恋愛で彼女に胸を焦がす。,慣用句,9
胸をときめかす,むねをときめかす,期待で心が躍る。,新曲の発表に胸をときめかせた。,慣用句,11
胸を締め付ける,むねをしめつける,悲しみで苦しくなる。,ニュースに胸を締め付けられた。,慣用句,10
胸を躍らせる,むねをおどらせる,期待でわくわくする。,旅の計画に胸を躍らせた。,慣用句,5
胸がすく,むねがすく,鬱憤が晴れてすっきりする。,正論が通って胸がすいた。,慣用句,10
肝を冷やす,きもをひやす,ひどく怖い思いをする。,急ブレーキに肝を冷やした。,慣用句,12
骨の髄までしみる,ほねのずいまでしみる,深く行き渡るほど強く感じる。,冬の寒さが骨の髄までしみた。,慣用句,6
腹の中を探る,はらのなかをさぐる,真意を探る。,記者は要人の腹の中を探った。,慣用句,2
顔を真っ赤にする,かおをまっかにする,恥ずかしさや怒りで赤面する。,失言に気づいて顔を真っ赤にした。,慣用句,10
顔を出す,かおをだす,ちょっと出席する・姿を見せる。,会合に少しだけ顔を出した。,慣用句,2
目に見える,めにみえる,はっきりとわかるさま。,対策の効果が目に見えて出始めた。,慣用句,4
目が冴える,めがさえる,眠気がなくなる。,夜更かしして目が冴えてしまった。,慣用句,8
目がくらむ,めがくらむ,判断力を失うほど心が乱れる。,利益に目がくらんではいけない。,慣用句,7
耳を澄ます,みみをすます,注意深く聞く。,森の音に耳を澄ました。,慣用句,6
耳をそばだてる,みみをそばだてる,注意して聞こうとする。,隣の会話に耳をそばだてた。,慣用句,2
口を尖らせる,くちをとがらせる,不満げな表情をする。,注意されて口を尖らせた。,慣用句,2
口を利く,くちをきく,話をする。,仲直りしてやっと口を利いた。,慣用句,2
口を開く,くちをひらく,話し始める。,沈黙の後に彼は口を開いた。,慣用句,2
肩をすくめる,かたをすくめる,あきれて身をすぼめる。,彼は冗談だと肩をすくめた。,慣用句,2
肩入れする,かたいれする,ひいきして助ける。,友人の企画に肩入れした。,慣用句,13
背に腹は代えられない,せにはらはかえられない,大切なことのために他を犠牲にするのもやむを得ない。,背に腹は代えられないと追加費用を承認した。,慣用句,7
背を向ける,せをむける,相手に関わらない態度を取る。,課題に背を向けず向き合おう。,慣用句,12
背中合わせ,せなかあわせ,非常に近い関係・対立し合う状態。,利益とリスクは背中合わせだ。,慣用句,7
腹が据わる,はらがすわる,覚悟が決まる。,厳しい交渉でも腹が据わっていた。,慣用句,12
腹の底で笑う,はらのそこでわらう,本心を隠してほくそ笑む。,彼は腹の底で笑っていた。,慣用句,10
腹を据える,はらをすえる,覚悟を固める。,困難を前に腹を据えた。,慣用句,12
足取りが重い,あしどりがおもい,気が進まず行動が鈍い。,役所へ向かう足取りが重い。,慣用句,8
足元をすくう,あしもとをすくう,油断した隙を突く。,些細なミスで足元をすくわれた。,慣用句,4
舌が回る,したがまわる,よくしゃべる・口が達者だ。,彼は緊張しているのに舌が回る。,慣用句,2
舌が肥える,したがこえる,味の良し悪しにうるさくなる。,食べ歩きで舌が肥えた。,慣用句,11
舌が出る,したがでる,疲れて苦しそうな様子になる。,坂道で舌が出るほど息が上がった。,慣用句,8
眉をひそめる,まゆをひそめる,不快・心配そうな表情をする。,無責任な発言に皆が眉をひそめた。,慣用句,10
眉を寄せる,まゆをよせる,心配して表情を曇らせる。,悪い知らせに親たちは眉を寄せた。,慣用句,10
眉に唾をつける,まゆにつばをつける,用心する。,うますぎる話には眉に唾をつけておけ。,慣用句,10
目を皿にする,めをさらにする,必死で探す・注意深く見る。,落とした鍵を目を皿にして探した。,慣用句,3
目を白黒させる,めをしろくろさせる,驚きや混乱でうろたえる。,急な指名に目を白黒させた。,慣用句,12
目を血走らせる,めをちばしらせる,興奮や怒りで目つきが険しくなる。,追い込みで目を血走らせて作業した。,慣用句,12
目に物見せる,めにものみせる,思い知らせる。,軽く見た相手に目に物見せた。,慣用句,10
目鼻がつく,めはながつく,おおよその形が整う。,企画の骨子に目鼻がついた。,慣用句,1
目に浮かぶ,めにうかぶ,はっきり想像できる。,歓声があがる場面が目に浮かぶ。,慣用句,3
目を細める,めをほそめる,うれしそうに微笑む。,孫を見て目を細めた。,慣用句,9
耳を貸さない,みみをかさない,人の意見を聞こうとしない。,忠告に耳を貸さないのは危険だ。,慣用句,10
耳に障る,みみにさわる,聞いて不快に感じる。,耳に障る言い方は避けよう。,慣用句,10
耳にする,みみにする,噂などを聞く。,その話は会議で耳にした。,慣用句,3
耳にたこができる,みにたこができる,同じ注意を繰り返し聞かされる。,安全第一は耳にたこができるほど聞いた。,慣用句,10
鼻を鳴らす,はなをならす,得意げにふるまう。,小さな成功で鼻を鳴らしていた。,慣用句,10
鼻の下を伸ばす,はなのしたをのばす,異性にデレデレする。,彼は褒められて鼻の下を伸ばした。,慣用句,9
鼻っ柱を折る,はなっぱしらをおる,自信や威勢をくじく。,実力を見せつけて鼻っ柱を折った。,慣用句,10
口を開けば,くちをひらけば,何かと言えばすぐに。,彼は口を開けば自慢話だ。,慣用句,10
口を割る,くちをわる,隠していたことを白状する。,根気よく聞いてついに口を割らせた。,慣用句,10
口が減らない,くちがへらない,言い返してばかりいる。,子どもは口が減らない。,慣用句,2
歯に衣着せぬ言い方,はにきぬきせぬいいかた,遠慮せず率直に言う。,歯に衣着せぬ言い方で改善点を伝えた。,慣用句,10
歯を食いしばる,はをくいしばる,苦痛をこらえて頑張る。,目標達成まで歯を食いしばった。,慣用句,14
歯が浮く,はがうく,お世辞が気持ち悪く感じられる。,歯が浮くようなお追従はやめてくれ。,慣用句,10
首が回らない,くびがまわらない,借金などで余裕がない。,先行投資が重くて首が回らない。,慣用句,7
首を横に振る,くびをよこにふる,拒否する。,提案に彼は首を横に振った。,慣用句,12
肩を貸す,かたをかす,支えて助ける。,落ち込む友に肩を貸した。,慣用句,13
肩の荷が重い,かたのにがおもい,責任が重く負担だ。,初の大役で肩の荷が重い。,慣用句,8
胸が詰まる,むねがつまる,感極まって声が出ない。,卒業式で胸が詰まった。,慣用句,11
胸がつぶれる,むねがつぶれる,ひどく悲しむ。,事故の知らせに胸がつぶれた。,慣用句,10
胸が騒ぐ,むねがさわぐ,不安や期待で落ち着かない。,最終発表を前に胸が騒いだ。,慣用句,8
胸の内を明かす,むねのうちをあかす,隠していた本心を話す。,彼はついに胸の内を明かした。,慣用句,2
背筋が寒くなる,せすじがさむくなる,恐ろしく感じる。,暗闇で物音がして背筋が寒くなった。,慣用句,12
腹に一物ある,はらにいちもつある,心にたくらみがある。,彼は笑っているが腹に一物ある。,慣用句,10
腹を探る,はらをさぐる,相手の真意を探る。,互いに腹を探る展開になった。,慣用句,2
腹を立てる,はらをたてる,怒る。,無責任な言葉に腹を立てた。,慣用句,10
腰が引ける,こしがひける,怖気づいて消極的になる。,強敵を前に腰が引けている。,慣用句,12
腰を抜かす,こしをぬかす,ひどく驚く・腰が立たない。,突然の揺れに腰を抜かした。,慣用句,12
腰を落ち着ける,こしをおちつける,環境を整えて腰を据える。,研究に腰を落ち着けて取り組む。,慣用句,1
手が届く,てがとどく,入手・到達できる範囲だ。,目標の数字が手が届くところまで来た。,慣用句,4
手に落ちる,てにおちる,相手の支配下に入る。,情報が競合の手に落ちたら大変だ。,慣用句,10
手を汚す,てをよごす,不正・汚れ仕事に関与する。,利益のために手を汚すべきではない。,慣用句,10
手を切る,てをきる,関係を断つ。,不正業者とは手を切った。,慣用句,2
手をつなぐ,てをつなぐ,仲良くする・協力する。,地域と企業が手をつないだ。,慣用句,13
足がつく,あしがつく,あとが見つかって身元が割れる。,不正はすぐ足がつくものだ。,慣用句,10
足が遠のく,あしがとおのく,以前ほど通わなくなる。,移転してから店から足が遠のいた。,慣用句,2
足を踏み入れる,あしをふみいれる,新しい領域に入る。,未知の市場に足を踏み入れた。,慣用句,15
