word,reading,meaning,example,type,category_id
胸に迫る,むねにせまる,強く感動させる。,被災地の合唱が胸に迫った。,慣用句,11
胸にしまい込む,むねにしまいこむ,心の中だけに留める。,本音は胸にしまい込んだ。,慣用句,10
腹を割って語る,はらをわってかたる,本音で話す。,利害抜きで腹を割って語ろう。,慣用句,2
腹に落とし込む,はらにおとしこむ,よく理解して納得する。,現場目線で腹に落とし込んだ。,慣用句,3
腹を据えてやる,はらをすえてやる,覚悟して取り組む。,長期戦だと腹を据えてやる。,慣用句,12
背中を見せる,せなかをみせる,模範を示す・逃げるの意もあるが前者で用いる。,子どもに働く背中を見せたい。,慣用句,10
背に受ける,せにうける,圧力や風当たりを受ける。,批判を背に受けながらも前進した。,慣用句,12
腰を据え込む,こしをすえこむ,長く腰を落ち着ける。,研究室に腰を据え込んだ。,慣用句,1
腰を据えて臨む,こしをすえてのぞむ,覚悟を決めて向き合う。,決勝には腰を据えて臨む。,慣用句,12
手を取って導く,てをとってみちびく,親しく助け導く。,新人を手を取って導いた。,慣用句,13
手を汲む,てをくむ,協力する（手を組むの意）。,市民と行政が手を汲んだ。,慣用句,13
手が届かぬ,てがとどかぬ,到達できない。,理想だが今は手が届かぬ。,慣用句,4
手が出ない,てがでない,難しくて扱えない・資金が足りない。,価格が高すぎて手が出ない。,慣用句,7
手が滑る,てがすべる,うっかり失敗する。,緊張で手が滑ってファイルを消した。,慣用句,4
手を緩めない,てをゆるめない,努力や警戒を弱めない。,品質管理の手を緩めない。,慣用句,1
手を広げすぎない,てをひろげすぎない,分散しすぎない。,今期は手を広げすぎない方針だ。,慣用句,7
手を握って和解する,てをにぎってわかいする,仲直りする。,長年の対立を手を握って和解した。,慣用句,13
足を引き寄せる,あしをひきよせる,近づける・呼び込む。,好条件が足を引き寄せてくる。,慣用句,5
足をそろえる,あしをそろえる,歩調を合わせる。,多部署で足をそろえて対応した。,慣用句,13
足元に火がつく,あしもとにひがつく,差し迫った危機に直面する。,締め切り前で足元に火がついた。,慣用句,12
二本足で立つ,にほんあしでたつ,自立する。,親会社に頼らず二本足で立つ。,慣用句,15
爪を隠し通す,つめをかくしとおす,実力を見せずにいる。,決勝まで爪を隠し通した。,慣用句,4
指を差し示す,ゆびをさししめす,方向や要点を示す。,改善点を指を差し示して説明した。,慣用句,3
指を鳴らす,ゆびをならす,準備や合図をする・期待する。,開演前に指を鳴らした。,慣用句,11
喉を潤す,のどをうるおす,飲んで渇きをいやす。,休憩で水を飲み喉を潤した。,慣用句,8
頬を染める,ほおをそめる,恥ずかしさで赤くなる。,褒められて頬を染めた。,慣用句,9
あごを外させるほど笑う,あごをはずさせるほどわらう,大笑いする。,会場はあごを外させるほど笑いに包まれた。,慣用句,11
肝を据える,きもをすえる,度胸を決める。,一世一代の舞台で肝を据えた。,慣用句,12
肝を据え直す,きもをすえなおす,改めて覚悟を固める。,再建に向けて肝を据え直した。,慣用句,12
血相を変える,けっそうをかえる,驚きや怒りで顔色を変える。,非常ベルに血相を変えて走った。,慣用句,12
血の通った,ちのとおった,思いやりのある。,血の通った制度設計に改めた。,慣用句,10
骨身を削る,ほねみをけずる,苦労を重ねる。,家族のため骨身を削って働いた。,慣用句,1
骨の折れる,ほねのおれる,大変な手間がかかる。,骨の折れる交渉だった。,慣用句,1
身を固め直す,みをかためなおす,家庭や体制を整え直す。,転居を機に身を固め直した。,慣用句,9
身を清める,みをきよめる,心身を正す。,新年に身を清めて臨む。,慣用句,10
身にまとわせる,みにまとわせる,身につける・雰囲気を持たせる。,春色を身にまとわせた装いだ。,慣用句,11
身を寄せ合う,みをよせあう,助け合って暮らす。,避難所で身を寄せ合って夜を明かした。,慣用句,13
心に留める,こころにとめる,記憶して配慮する。,注意点を心に留めておく。,慣用句,10
心に引っかかる,こころにひっかかる,気になる。,一文が心に引っかかった。,慣用句,8
心を寄せ続ける,こころをよせつづける,関心や思いやりを持ち続ける。,被災地に心を寄せ続けた。,慣用句,13
心を砕き抜く,こころをくだきぬく,徹底して配慮する。,育成に心を砕き抜いた。,慣用句,13
心を燃やす,こころをもやす,情熱を持つ。,地域のために心を燃やした。,慣用句,12
気が張り詰める,きがはりつめる,強い緊張が続く。,会場に気が張り詰めた空気が漂う。,慣用句,12
気に留め続ける,きにとめつづける,忘れず配慮し続ける。,小さな合図を気に留め続けた。,慣用句,10
気を取り結ぶ,きをとりむすぶ,気持ちを立て直す。,一晩寝て気を取り結んだ。,慣用句,14
気を配り尽くす,きをくばりつくす,隅々まで配慮する。,式典では気を配り尽くした。,慣用句,13
気を揉み抜く,きをもみぬく,長く心配し続ける。,合格発表まで気を揉み抜いた。,慣用句,8
二の句が継げない,にのくがつげない,驚いて言葉が続かない。,ニュースに二の句が継げなかった。,慣用句,12
痺れを切らす,しびれをきらす,待ちくたびれて我慢できなくなる。,返事が来ず痺れを切らした。,慣用句,14
色をなす,いろをなす,怒って顔色を変える。,不正発覚に色をなして抗議した。,慣用句,10
尻に火がつく,しりにひがつく,差し迫って慌てる。,締切直前で尻に火がついた。,慣用句,12
尻馬に乗る,しりうまにのる,よく考えず人の意見に同調する。,流行に尻馬に乗るのは危険だ。,慣用句,10
尻を叩く,しりをたたく,奮起させる。,部下の背中を押し尻を叩いた。,慣用句,12
尻込みする,しりごみする,怖気づいてためらう。,初舞台に尻込みした。,慣用句,12
息がかかる,いきがかかる,影響下に置かれる。,審査員に彼の息がかかっているらしい。,慣用句,10
息がつまる,いきがつまる,緊張や圧迫で苦しく感じる。,満員電車で息がつまった。,慣用句,8
息を長く保つ,いきをながくたもつ,粘り強く続ける。,支援は息を長く保つべきだ。,慣用句,14
涙に暮れる,なみだにくれる,悲しみに沈む。,別れの日は涙に暮れた。,慣用句,11
涙を禁じ得ない,なみだをきんじえない,強く感動して涙が出る。,功績をたたえる映像に涙を禁じ得なかった。,慣用句,11
身に沁み渡る,みにしみわたる,深く感じる。,夜風の冷たさが身に沁み渡った。,慣用句,6
身を切られる思い,みをきられるおもい,非常につらく感じる。,人員削減は身を切られる思いだ。,慣用句,7
身を置き換える,みをおきかえる,立場を変えて考える。,相手の身を置き換えて検討した。,慣用句,10
汗を流す,あせをながす,一生懸命働く・運動する。,現場で汗を流して信頼を得た。,慣用句,1
火を点ける,ひをつける,やる気を起こさせる。,若手に火を点けたのは先輩の一言だ。,慣用句,12
水をあける,みずをあける,大差をつける。,後半で一気に水をあけた。,慣用句,4
水をかぶる,みずをかぶる,責任や非難を受ける。,失敗の責任を私が水をかぶった。,慣用句,10
雨に流される,あめにながされる,計画が中止になる。,イベントは雨に流された。,慣用句,6
風当たりが強い,かぜあたりがつよい,世間の批判が厳しい。,改革案は風当たりが強い。,慣用句,10
土台から見直す,どだいからみなおす,根本からやり直す。,制度を土台から見直した。,慣用句,1
時を移さず,ときをうつさず,すぐに・遅れずに。,時を移さず対応した。,慣用句,5
間髪を入れず,かんはつをいれず,すぐさま。,質問に間髪を入れず答えた。,慣用句,5
手前味噌にする,てまえみそにする,自分の手柄を誇る。,手前味噌にするつもりはないが成果は大きい。,慣用句,10
しっぺ返しを食う,しっぺがえしをくう,報復を受ける。,軽率な値下げでしっぺ返しを食った。,慣用句,7
骨組みを固める,ほねぐみをかためる,構成を整える。,計画の骨組みを固めた。,慣用句,1
目安を立てる,めやすをたてる,おおよその基準を決める。,達成時期の目安を立てた。,慣用句,3
顔色を変える,かおいろをかえる,驚きや動揺を示す。,突然の指名に顔色を変えた。,慣用句,12
心の支えを失う,こころのささえをうしなう,励みを失う。,恩師の死で心の支えを失った。,慣用句,11
気持ちを切り替える,きもちをきりかえる,気分を新たにする。,負けても気持ちを切り替えた。,慣用句,14
面目を保つ,めんもくをたもつ,立場や名誉を守る。,最終的に面目を保てた。,慣用句,2
顔を立て合う,かおをたてあう,互いの面子を守り合う。,交渉では顔を立て合った。,慣用句,13
顔に書いてある,かおにかいてある,心中が表情に出ていて一目で分かる。,驚きが顔に書いてあるよ。,慣用句,2
顔をつなぐ,かおをつなぐ,関係を保つために出入りする。,旧知の店に顔をつないでおく。,慣用句,13
顔を合わせない,かおをあわせない,意図的に会わないようにする。,気まずくてしばらく顔を合わせないでいた。,慣用句,2
顔から火が出る,かおからひがでる,非常に恥ずかしい思いをする。,読み違えて顔から火が出た。,慣用句,10
頭を冷やす,あたまをひやす,感情を抑えて冷静になる。,いったん頭を冷やしてから話そう。,慣用句,12
頭を下げっぱなしにする,あたまをさげっぱなしにする,謝罪やお願いを続ける。,不手際で数日頭を下げっぱなしにした。,慣用句,10
目が点になる,めがてんになる,驚きあきれて固まる。,想定外の数字に目が点になった。,慣用句,12
目が据わる,めがすわる,緊張や疲れで鋭い目つきになる。,徹夜続きで目が据わっている。,慣用句,8
目をそらす,めをそらす,直視しない。,不都合な事実から目をそらすな。,慣用句,12
目を泳がせる,めをおよがせる,挙動が不審になる。,追及されて目を泳がせた。,慣用句,10
目を覆う,めをおおう,見るに忍びない。,被害の大きさは目を覆うばかりだ。,慣用句,11
目の当たりにする,まのあたりにする,実際に見る。,現場の混乱を目の当たりにした。,慣用句,6
目から鼻へ抜ける,めからはなへぬける,非常に賢いさま。,彼女は目から鼻へ抜ける切れ者だ。,慣用句,3
耳打ちする,みみうちする,小声でこっそり伝える。,隣で作戦を耳打ちした。,慣用句,13
鼻をへし折る,はなをへしおる,相手の慢心をくじく。,実力を示して彼の鼻をへし折った。,慣用句,4
鼻を鳴らすな,はなをならすな,得意げにしないよう戒める。,成功しても鼻を鳴らすな。,慣用句,10
口が悪い,くちがわるい,言い方がきつい。,口が悪いと誤解を招く。,慣用句,10
口を極力慎む,くちをきょくりょくつつしむ,発言を控えめにする。,係争中は口を極力慎もう。,慣用句,10
口を開きたがらない,くちをひらきたがらない,話すのを避ける。,関係者は口を開きたがらない。,慣用句,2
舌が回らない,したがまわらない,緊張などでうまく話せない。,面接で舌が回らなかった。,慣用句,12
舌を噛む,したをかむ,発言を悔やむ。,余計な一言に舌を噛んだ。,慣用句,10
歯止めをかける,はどめをかける,悪化を食い止める。,物価高に歯止めをかけたい。,慣用句,7
喉を通らない,のどをとおらない,食欲がないほど心配だ。,緊張で朝食が喉を通らない。,慣用句,8
首をすくめる,くびをすくめる,恐れや遠慮で身を縮める。,叱責に首をすくめた。,慣用句,12
首を切られる,くびをきられる,解雇される。,不祥事で首を切られた。,慣用句,7
肩身が狭い,かたみがせまい,立場が弱く居心地が悪い。,成績不振で肩身が狭い。,慣用句,10
肩を持たない,かたをもたない,特定の側につかない。,審判は誰の肩も持たない。,慣用句,10
胸をえぐられる,むねをえぐられる,強い痛みや悲しみを感じる。,記事を読んで胸をえぐられた。,慣用句,11
胸を突かれる,むねをつかれる,はっとさせられるほど驚く。,一言に胸を突かれた。,慣用句,12
胸を痛める,むねをいためる,深く心を痛める。,事故の報に胸を痛めた。,慣用句,11
腹が煮えくり返る,はらがにえくりかえる,怒りで我慢できない。,不当な扱いに腹が煮えくり返った。,慣用句,10
腹を合わせる,はらをあわせる,意見や方針を一致させる。,最終局面で腹を合わせた。,慣用句,13
腑に落ちる,ふにおちる,納得がいく。,説明でようやく腑に落ちた。,慣用句,3
肝が冷える,きもがひえる,ひどく怖い思いをする。,ヒヤリとする場面に肝が冷えた。,慣用句,12
骨身を惜しまず尽くす,ほねみをおしまずつくす,労をいとわず努力する。,地域医療に骨身を惜しまず尽くした。,慣用句,1
骨が折れる仕事だ,ほねがおれるしごとだ,大変な手間がかかる。,引っ越し準備は骨が折れる仕事だ。,慣用句,1
腕によりをかける,うでによりをかける,腕前を発揮して丁寧に作る。,今夜は腕によりをかけて料理する。,慣用句,11
腕を鳴らす,うでをならす,腕前を披露しようと意気込む。,新プロジェクトで腕を鳴らしている。,慣用句,12
手を回す,てをまわす,裏で手配する。,水面下で手を回して根回しした。,慣用句,13
手をかける,てをかける,丹念に世話や工夫を施す。,手をかけた製品ほど愛着が湧く。,慣用句,11
手を上げる,てをあげる,暴力を振るう・降参するの意もある。,議論で感情的になって手を上げてはならない。,慣用句,10
手に職をつける,てにしょくをつける,技能を身につける。,若いうちに手に職をつけておこう。,慣用句,1
手がふさがる,てがふさがる,忙しく自由がきかない。,今は手がふさがっている。,慣用句,8
手取り足取り教える,てとりあしどりおしえる,懇切丁寧に教える。,新人に手取り足取り教えた。,慣用句,13
足並みが乱れる,あしなみがみだれる,協調が崩れる。,方針転換で足並みが乱れた。,慣用句,13
足を踏み固める,あしをふみかためる,基盤を着実に築く。,地方で足を踏み固めて事業を広げる。,慣用句,1
足を止めさせる,あしをとめさせる,立ち止まらせるほど引きつける。,新作の展示が人の足を止めさせた。,慣用句,11
足をからめ取られる,あしをからめとられる,巧妙な策にはまって動けなくなる。,条件闘争に足をからめ取られた。,慣用句,4
身をかわす,みをかわす,素早く避ける。,落下物から身をかわした。,慣用句,12
身を持ち崩す,みをもちくずす,生活が荒れて破滅に向かう。,賭け事で身を持ち崩した。,慣用句,10
身に余る,みにあまる,自分には過ぎた大役である。,身に余る評価をいただいた。,慣用句,4
身の程を知る,みのほどをしる,自分の力量をわきまえる。,無理をせず身の程を知れ。,慣用句,10
水の泡になる,みずのあわになる,努力が無駄になる。,データ破損で成果が水の泡になった。,慣用句,4
水を向ける,みずをむける,相手が話しやすいように仕向ける。,本題に入る前に水を向けた。,慣用句,2
水面下で動く,すいめんかでうごく,表に出さずに進める。,合意形成を水面下で動いた。,慣用句,13
火を噴く,ひをふく,勢いよく噴出する・激しい反応を示す。,抗議が火を噴いた。,慣用句,12
雷を落とす,かみなりをおとす,激しく叱る。,提出遅れで雷を落とされた。,慣用句,10
風を切って進む,かぜをきってすすむ,勢いよく前進する。,自転車で風を切って進んだ。,慣用句,15
空気を壊す,くうきをこわす,場の雰囲気を悪くする。,余計な一言で空気を壊した。,慣用句,10
根回しをする,ねまわしをする,事前に関係者と調整する。,承認前に十分根回しをした。,慣用句,13
一目置く,いちもくおく,相手の実力を認めて敬意を払う。,彼の分析力には一目置いている。,慣用句,3
一矢を報いる,いっしをむくいる,反撃して一部でも挽回する。,終盤で一矢を報いた。,慣用句,12
一歩引く,いっぽひく,前に出ず控えめにする。,今回は一歩引いて支える。,慣用句,10
一枚かむ,いちまいかむ,事に関与する。,私もこの計画に一枚かもう。,慣用句,13
二枚舌を使う,にまいじたをつかう,相手によって言うことを変える。,二枚舌を使うと信用を失う。,慣用句,10
二の足を踏ませない,にのあしをふませない,ためらわせない。,十分な説明で二の足を踏ませない。,慣用句,12
手綱を緩めない,たづなをゆるめない,統制を弱めない。,繁忙期でも手綱を緩めない。,慣用句,12
気が緩む,きがゆるむ,張りつめた気持ちがとける。,合格を知って気が緩んだ。,慣用句,8
気に掛ける,きにかける,心配して配慮する。,離れて暮らす親を気に掛けている。,慣用句,10
気を利かせる,きをきかせる,相手の必要を先回りして行う。,受付に椅子を増やすなど気を利かせた。,慣用句,2
気を引き締める,きをひきしめる,注意を強める。,年度末に向けて気を引き締めた。,慣用句,12
心を奮い立たせる,こころをふるいたたせる,勇気・やる気を湧かせる。,仲間の声で心を奮い立たせた。,慣用句,12
忍び足で歩く,しのびあしであるく,気づかれないように歩く。,子どもたちは忍び足で近づいた。,慣用句,12
息が合う,いきがあう,調子がぴったり合う。,演奏者同士の息が合っている。,慣用句,13
息を殺す,いきをころす,気配を消してじっとする。,サプライズの瞬間まで息を殺した。,慣用句,12
背筋を伸ばす,せすじをのばす,姿勢を正し気持ちを引き締める。,式典で背筋を伸ばした。,慣用句,12
胸を張り直す,むねをはりなおす,自信を取り戻す。,敗戦後に胸を張り直した。,慣用句,12
爪を研ぐ,つめをとぐ,決戦に向けて準備する。,挑戦者たちが爪を研いでいる。,慣用句,12
指導力を発揮する,しどうりょくをはっきする,リーダーシップを示す。,危機で指導力を発揮した。,慣用句,12
指を鳴らして待つ,ゆびをならしてまつ,期待して準備万端で待つ。,解禁日に指を鳴らして待った。,慣用句,11
身を守る,みをまもる,自分の安全を確保する。,まずは身を守る行動を。,慣用句,12
目が霞む,めがかすむ,他のものが優れて見えなくなる・疲れてよく見えない。,先輩の成果を前に自分の実績が目が霞む。,慣用句,11
目が泳ぐ,めがおよぐ,落ち着きがなく挙動が不審になる。,追及されて目が泳いだ。,慣用句,10
目が肥えすぎる,めがこえすぎる,良し悪しに厳しくなる。,名店巡りで目が肥えすぎてしまった。,慣用句,11
目を凝らす,めをこらす,よく見ようとして注意を集中する。,暗がりで標識に目を凝らした。,慣用句,6
目を配らない,めをくばらない,注意が行き届かない。,遠隔拠点までは目を配らないと危ない。,慣用句,13
目を離さない,めをはなさない,注意し続ける。,幼児からは目を離さないでください。,慣用句,8
目に余るほど,めにあまるほど,度が過ぎて見過ごせないほど。,目に余るほどの暴言だった。,慣用句,10
耳に入らない,みみにはいらない,注意していても聞き取れない・受け入れられない。,動揺して説明が耳に入らない。,慣用句,8
耳につく,みみにつく,しつこく聞こえて不快に感じる。,宣伝文句が耳につく。,慣用句,10
耳を塞がない,みみをふさがない,不都合でも聞く姿勢を保つ。,反対意見にも耳を塞がないで議論した。,慣用句,13
鼻息が荒い,はないきがあらい,意気込みが強く勢いづいている。,新規参入で鼻息が荒い。,慣用句,12
鼻が曲がる,はながまがる,ひどい悪臭で耐えがたい。,ごみ置き場の臭いに鼻が曲がりそうだ。,慣用句,8
鼻持ちならない,はなもちならない,自慢が鼻につき不快だ。,鼻持ちならない態度に皆が黙った。,慣用句,10
口をつける,くちをつける,飲食を始める・手を付ける。,乾杯の合図でスープに口をつけた。,慣用句,8
口にする,くちにする,言う・食べるの意。,軽々しく噂話を口にするな。,慣用句,10
口を割らない,くちをわらない,白状しない。,関係者は最後まで口を割らなかった。,慣用句,10
舌鼓を打つ,したつづみをうつ,美味しさに満足して音を立てる。,旬の料理に舌鼓を打った。,慣用句,11
舌の根が乾かないうちに,したのねがかわかないうちに,言ってすぐに。,舌の根が乾かないうちに前言を翻した。,慣用句,10
喉を詰まらせる,のどをつまらせる,驚きや緊張で言葉が出ない・食べ物が詰まる。,想定外の質問に喉を詰まらせた。,慣用句,12
首をすげ替える,くびをすげかえる,人員や体制を入れ替える。,不祥事で幹部を首をすげ替えた。,慣用句,15
首が据わる,くびがすわる,基盤が安定する・赤子の首が据わるの意から。,新体制の運営に首が据わってきた。,慣用句,15
首を長く待つ,くびをながくまつ,今か今かと待ち望む。,発売日を首を長く待っている。,慣用句,5
肩で息をする,かたでいきをする,苦しくて激しく呼吸する。,全力疾走で肩で息をした。,慣用句,8
肩に力が入る,かたにちからがはいる,緊張して硬くなる。,初舞台で肩に力が入った。,慣用句,12
胸がすく思い,むねがすくおもい,鬱憤が晴れて爽快に感じる。,正論が通って胸がすく思いだ。,慣用句,10
胸に迫るものがある,むねにせまるものがある,強く感動する。,演奏に胸に迫るものがあった。,慣用句,11
胸の内に秘める,むねのうちにひめる,心の中にとどめておく。,不安は胸の内に秘めた。,慣用句,10
腹が据えかねる,はらがすえかねる,怒りや不満を抑えきれない。,侮辱的な言葉は腹が据えかねる。,慣用句,10
腹を肥やす,はらをこやす,不正な利益を得る。,立場を利用して腹を肥やすな。,慣用句,10
腹を読まれる,はらをよまれる,本心を見透かされる。,沈黙が多いと腹を読まれる。,慣用句,2
腑に落ちない,ふにおちない,納得できない。,説明が腑に落ちない。,慣用句,3
肝を据えて臨む,きもをすえてのぞむ,覚悟を決めて向き合う。,最終交渉に肝を据えて臨む。,慣用句,12
気が変わる,きがかわる,考えが変化する。,話し合いで気が変わった。,慣用句,15
気が遠くなる,きがとおくなる,非常に驚く・めまいがする。,膨大な量に気が遠くなった。,慣用句,12
気が張る,きがはる,緊張している。,本番前で気が張っている。,慣用句,12
気が回らない,きがまわらない,先を見越して配慮できない。,多忙で気が回らない。,慣用句,8
気が向かない,きがむかない,その気になれない。,今日は外出する気が向かない。,慣用句,8
気を許す,きをゆるす,警戒を解いて親しくする。,長年の付き合いで気を許した。,慣用句,2
気を静める,きをしずめる,落ち着かせる。,深呼吸して気を静めた。,慣用句,8
気を紛らわす,きをまぎらわす,気持ちを他に向けて忘れようとする。,散歩で不安を気を紛らわした。,慣用句,8
気を取り戻す,きをとりもどす,平常心に戻る。,休憩して気を取り戻した。,慣用句,14
心に火をつける,こころにひをつける,やる気を引き出す。,先輩の一言が心に火をつけた。,慣用句,12
心に決める,こころにきめる,決意を固める。,この道で生きると心に決めた。,慣用句,12
心を許さない,こころをゆるさない,警戒心を解かない。,相手の真意が見えるまで心を許さない。,慣用句,10
心を砕かない,こころをくだかない,十分に配慮しない。,顧客の立場に心を砕かないのは問題だ。,慣用句,10
心を打たれる,こころをうたれる,深く感動する。,子どもの言葉に心を打たれた。,慣用句,11
骨を埋める覚悟,ほねをうずめるかくご,生涯をそこで終える覚悟。,地元に骨を埋める覚悟だ。,慣用句,12
骨まで染みる,ほねまでしみる,非常に強く身に感じる。,冬の寒さが骨まで染みた。,慣用句,6
身を潜める,みをひそめる,気配を消して隠れる。,嵐が過ぎるまで身を潜めた。,慣用句,12
身を寄せ合う暮らし,みをよせあうくらし,互いに助け合って暮らす。,停電の夜は身を寄せ合う暮らしだった。,慣用句,13
身に覚えがある,みにおぼえがある,心当たりがある。,遅延の件には身に覚えがある。,慣用句,7
身につまされる,みにつまされる,他人事と思えず強く感じる。,失業の話は身につまされる。,慣用句,10
身をもって学ぶ,みをもってまなぶ,経験から深く理解する。,現場で身をもって学んだ。,慣用句,3
身の丈に合わせる,みのたけにあわせる,分相応にする。,投資は身の丈に合わせよう。,慣用句,7
手塩にかける,てしおにかける,丹精して世話をする。,新人を手塩にかけて育てた。,慣用句,13
手心を加える,てごころをくわえる,事情を考慮して加減する。,初犯なので手心を加えた。,慣用句,10
手筈を整える,てはずをととのえる,事前の準備を整える。,式典の手筈を整えた。,慣用句,13
手にかかる,てにかかる,扱いを受ける・支配下に入る。,この件は私の手にかかっている。,慣用句,13
手に乗る,てにのる,相手のたくらみに引っかかる。,甘い誘いに手に乗るな。,慣用句,10
手を入れる,てをいれる,修繕・改善を加える。,文章に手を入れて読みやすくした。,慣用句,1
手を清める,てをきよめる,身を正して臨む。,新年の祈願前に手を清めた。,慣用句,10
手を握って進む,てをにぎってすすむ,協力して前進する。,地域と企業が手を握って進んだ。,慣用句,13
足が滑る,あしがすべる,足を踏み外す・失敗する。,焦って足が滑った。,慣用句,4
足元がおぼつかない,あしもとがおぼつかない,基盤が危うい・ふらつく。,資金繰りで足元がおぼつかない。,慣用句,7
足を延ばして寄る,あしをのばしてよる,予定より遠くまで行って立ち寄る。,帰りに温泉まで足を延ばして寄った。,慣用句,5
足を洗わない,あしをあらわない,悪習から抜けない。,危ない遊びから足を洗わないのは危険だ。,慣用句,10
足を取られる,あしをとられる,状況に翻弄されて動けない。,ぬかるみに足を取られた。,慣用句,6
指をさされる,ゆびをさされる,世間から非難される。,不正で指をさされるのは避けたい。,慣用句,10
指を絡める,ゆびをからめる,親しく手をつなぐ。,恋人と指を絡めて歩いた。,慣用句,9
爪を研ぎ澄ます,つめをとぎすます,決戦に向けて準備を整える。,挑戦者たちが爪を研ぎ澄ました。,慣用句,12
背伸びをする,せのびをする,実力以上のことをしようとする。,背伸びをせず地道にやろう。,慣用句,15
背筋が凍る,せすじがこおる,恐怖で身がすくむ。,不意の揺れに背筋が凍った。,慣用句,12
眉を寄せ合う,まゆをよせあう,心配して相談し合う。,住民が眉を寄せ合って対応を話し合った。,慣用句,13
頬をつねる,ほおをつねる,現実かどうか確かめる。,合格が信じられず頬をつねった。,慣用句,11
涙をためる,なみだをためる,感動や悲しみで涙が目に浮かぶ。,別れの挨拶で涙をためた。,慣用句,11
胸に焼き付ける,むねにやきつける,強く記憶に刻む。,恩師の言葉を胸に焼き付けた。,慣用句,11
心に染み渡る,こころにしみわたる,深く感動が広がる。,静かな演奏が心に染み渡った。,慣用句,11
気を配らないで進める,きをくばらないですすめる,配慮を欠いたまま進める。,関係者に気を配らないで進めると反発を招く。,慣用句,10
気を配って動く,きをくばってうごく,細やかに配慮して行動する。,現場の事情に気を配って動いた。,慣用句,13
気を引かれる,きをひかれる,強く関心をそそられる。,新機能に気を引かれた。,慣用句,11
心を入れ直す,こころをいれなおす,気持ちを改める。,新年度に心を入れ直した。,慣用句,15
身を寄せて寝る,みをよせてねる,体を近づけ合って眠る。,寒い夜は身を寄せて寝た。,慣用句,8
身を固くして待つ,みをかたくしてまつ,緊張して待つ。,発表直前に身を固くして待った。,慣用句,12
身を粉にして尽くす,みをこにしてつくす,自分を犠牲にして努力する。,地域のため身を粉にして尽くした。,慣用句,1
骨身に染みる,ほねみにしみる,深く身に感じる。,指摘が骨身に染みた。,慣用句,14
